fetch_id,run_id,url,status_code,fetch_time_ms,content_type,response_bytes,fetched_at
1,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/,200,72,text/html; charset=utf-8,6097,2026-04-19T19:21:29.888637+00:00
2,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/auto-body,200,53,text/html; charset=utf-8,6097,2026-04-19T19:21:40.524745+00:00
3,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/dentists,200,55,text/html; charset=utf-8,6097,2026-04-19T19:21:43.024091+00:00
6,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/foundation-repair,200,46,text/html; charset=utf-8,6097,2026-04-19T19:21:49.254837+00:00
7,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/hvac,200,51,text/html; charset=utf-8,6097,2026-04-19T19:21:51.561093+00:00
8,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights,200,47,text/html; charset=utf-8,6097,2026-04-19T19:21:54.084860+00:00
11,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/builder-incentives,200,54,text/html; charset=utf-8,6097,2026-04-19T19:22:01.414572+00:00
12,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/case-study,200,50,text/html; charset=utf-8,6097,2026-04-19T19:22:03.265833+00:00
13,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/data-maturity,200,49,text/html; charset=utf-8,6097,2026-04-19T19:22:05.075428+00:00
16,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/map-pack-playbook,200,48,text/html; charset=utf-8,6097,2026-04-19T19:22:11.823160+00:00
17,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/recruiting,200,58,text/html; charset=utf-8,6097,2026-04-19T19:22:13.707353+00:00
18,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/site-speed,200,44,text/html; charset=utf-8,6097,2026-04-19T19:22:15.554750+00:00
21,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/smb-guide,200,50,text/html; charset=utf-8,6097,2026-04-19T19:22:22.049420+00:00
22,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-cost-stack,200,51,text/html; charset=utf-8,6097,2026-04-19T19:22:23.924633+00:00
23,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-market-2026,200,45,text/html; charset=utf-8,6097,2026-04-19T19:22:25.788825+00:00
26,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-seo,200,138,text/html; charset=utf-8,6097,2026-04-19T19:22:33.027534+00:00
