graph_metric_id,run_id,url,internal_pagerank,betweenness,closeness,community_id,bridge_flag
1,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/,0.04105932920613978,0.026209677419354836,0.6410060975609756,1,0
2,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/auto-body,0.0456978969471195,0.008088363809129941,0.6410060975609756,1,0
3,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/dentists,0.0456978969471195,0.002380398499350112,0.6111918604651163,1,0
6,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/foundation-repair,0.0456978969471195,0.005636206871085907,0.6257440476190476,1,0
7,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/hvac,0.0456978969471195,0.008088363809129941,0.6410060975609756,1,0
8,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights,0.0456978969471195,0.12802803994840287,0.8760416666666667,1,0
11,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/builder-incentives,0.01647586933665159,0.009274193548387096,0.6410060975609756,1,0
12,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/case-study,0.03601505187045617,0.006600637825436214,0.6410060975609756,1,0
13,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/data-maturity,0.034615363713633655,0.012643209165386584,0.6410060975609756,1,0
16,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/map-pack-playbook,0.021764729246827156,0.0024137544802867385,0.6410060975609756,1,0
17,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/recruiting,0.008811220651108979,0.0003240207373271889,0.6410060975609756,1,0
18,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/site-speed,0.01864376602671829,0.0016244424258537163,0.6410060975609756,1,0
21,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/smb-guide,0.037731601378475844,0.008870567716333844,0.6410060975609756,1,0
22,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-cost-stack,0.007750853521224709,0.0,0.6410060975609756,1,0
23,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-market-2026,0.007750853521224709,0.0,0.6410060975609756,1,0
26,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/texas-seo,0.01482489747034962,0.0010026795561069756,0.6410060975609756,1,0
27,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/video-strategy,0.010818701754325024,0.0010276657706093188,0.6410060975609756,1,0
28,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/lawyers,0.0456978969471195,0.009570458663200599,0.6410060975609756,1,0
31,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/med-spas,0.0456978969471195,0.010108893123006031,0.6257440476190476,1,0
32,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/orthodontists,0.0456978969471195,0.002380398499350112,0.6111918604651163,1,0
33,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/plumbers,0.0456978969471195,0.004832555437394147,0.6257440476190476,1,0
36,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/privacy,0.06376450736299726,0.014736943164362519,0.39225746268656714,1,0
37,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/sitemap.xml,0.0049261083743842365,0.0,0.0,2,0
38,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/sitemap.xml.gz,0.0049261083743842365,0.0,0.0,3,0
41,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/sitemap_index.xml,0.0049261083743842365,0.0,0.0,4,0
42,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/smbs,0.06136226810271778,0.02859007591870495,0.6257440476190476,1,0
43,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/terms,0.06376450736299726,0.014736943164362519,0.39225746268656714,1,0
46,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/vets,0.0456978969471195,0.004832555437394147,0.6257440476190476,1,0
39,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/,0.04105932920613978,0.026209677419354836,0.6410060975609756,1,0
25,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/auto-body,0.0456978969471195,0.008088363809129941,0.6410060975609756,1,0
10,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/dentists,0.0456978969471195,0.002380398499350112,0.6111918604651163,1,0
20,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/foundation-repair,0.0456978969471195,0.005636206871085907,0.6257440476190476,1,0
14,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/hvac,0.0456978969471195,0.008088363809129941,0.6410060975609756,1,0
5,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights,0.0456978969471195,0.12802803994840287,0.8760416666666667,1,0
49,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/builder-incentives,0.01647586933665159,0.009274193548387096,0.6410060975609756,1,0
34,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/case-study,0.03601505187045617,0.006600637825436214,0.6410060975609756,1,0
35,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/data-maturity,0.034615363713633655,0.012643209165386584,0.6410060975609756,1,0
45,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/map-pack-playbook,0.021764729246827156,0.0024137544802867385,0.6410060975609756,1,0
53,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/recruiting,0.008811220651108979,0.0003240207373271889,0.6410060975609756,1,0
47,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/site-speed,0.01864376602671829,0.0016244424258537163,0.6410060975609756,1,0
30,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/smb-guide,0.037731601378475844,0.008870567716333844,0.6410060975609756,1,0
50,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-cost-stack,0.007750853521224709,0.0,0.6410060975609756,1,0
51,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-market-2026,0.007750853521224709,0.0,0.6410060975609756,1,0
52,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-seo,0.01482489747034962,0.0010026795561069756,0.6410060975609756,1,0
54,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/video-strategy,0.010818701754325024,0.0010276657706093188,0.6410060975609756,1,0
57,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Growth,0.009347821983171266,0.0001392089093701997,0.65703125,1,0
55,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Local+SEO,0.009347821983171266,0.0001392089093701997,0.65703125,1,0
56,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Performance,0.009347821983171266,0.00027001728110599075,0.65703125,1,0
58,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Real+Estate,0.009347821983171266,0.009517686054984442,0.8760416666666667,1,0
48,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=SMB,0.0456978969471195,0.07006993062940645,0.7729779411764706,1,0
19,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/lawyers,0.0456978969471195,0.009570458663200599,0.6410060975609756,1,0
24,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/med-spas,0.0456978969471195,0.010108893123006031,0.6257440476190476,1,0
15,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/orthodontists,0.0456978969471195,0.002380398499350112,0.6111918604651163,1,0
9,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/plumbers,0.0456978969471195,0.004832555437394147,0.6257440476190476,1,0
40,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/privacy,0.06376450736299726,0.014736943164362519,0.39225746268656714,1,0
4,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/smbs,0.06136226810271778,0.02859007591870495,0.6257440476190476,1,0
44,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/terms,0.06376450736299726,0.014736943164362519,0.39225746268656714,1,0
29,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/vets,0.0456978969471195,0.004832555437394147,0.6257440476190476,1,0
