session_id,run_id,url,used_render,wait_profile,interaction_count,action_recipe,failure_family,console_errors_json,console_warnings_json,network_endpoints_json
47,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/insights/video-strategy,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
48,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/lawyers,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
49,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/med-spas,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
50,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/orthodontists,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
51,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/plumbers,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
52,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/privacy,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
53,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/smbs,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
54,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/terms,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
55,8946f235-727a-4b28-b3d1-cb0b887325a9,https://void-agency.com/vets,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
1,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
3,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/auto-body,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
4,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/dentists,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
5,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/foundation-repair,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
6,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/hvac,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
7,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
22,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/builder-incentives,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
8,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/case-study,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
9,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/data-maturity,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
10,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/map-pack-playbook,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
23,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/recruiting,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
11,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/site-speed,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
12,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/smb-guide,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
24,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-cost-stack,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
25,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-market-2026,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
26,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/texas-seo,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
27,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights/video-strategy,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
28,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Growth,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
29,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Local+SEO,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
30,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Performance,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
31,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=Real+Estate,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
13,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/insights?topic=SMB,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
14,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/lawyers,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
15,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/med-spas,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
16,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/orthodontists,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
17,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/plumbers,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
18,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/privacy,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
19,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/smbs,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
20,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/terms,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
21,8946f235-727a-4b28-b3d1-cb0b887325a9,https://www.void-agency.com/vets,1,domcontentloaded;load;stability:2;completeness:pass,0,none,,[],[],"[""https://aplo-evnt.com/api/v1/intent_pixel/can_track_visitor?x_app_id=696f0f68f61150001d19ad7c"", ""https://aplo-evnt.com/api/v1/intent_pixel/track_request?app_id=696f0f68f61150001d19ad7c""]"
