issue_id,run_id,url,severity,issue_code,title,description,evidence_json,issue_provenance,technical_seo_gate,verification_status,confidence_score,certainty_state,priority_score,page_importance,reach,urgency,affected_count,affected_ratio,template_cluster,affected_page_types
36,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/foundation-repair,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/foundation-repair""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
37,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/foundation-repair,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
41,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/hvac,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/hvac""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
42,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/hvac,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/hvac""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
43,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/hvac,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
53,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/plumbers,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/plumbers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
54,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/plumbers,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/plumbers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
55,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/plumbers,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
59,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/dentists,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/dentists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
60,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/dentists,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/dentists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
61,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/dentists,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
83,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/hvac,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/hvac""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
84,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/hvac,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/hvac""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
85,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/hvac,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
89,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/orthodontists,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/orthodontists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
90,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/orthodontists,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/orthodontists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
91,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/orthodontists,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
113,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/lawyers,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/lawyers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
114,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/lawyers,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/lawyers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
115,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/lawyers,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
119,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/foundation-repair,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/foundation-repair""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
120,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/foundation-repair,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/foundation-repair""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
121,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/foundation-repair,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
143,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/med-spas,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/med-spas""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
144,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/med-spas,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/med-spas""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
145,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/med-spas,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
149,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/auto-body,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/auto-body""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
150,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/auto-body,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/auto-body""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
151,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/auto-body,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
167,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/lawyers,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/lawyers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
168,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/lawyers,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/lawyers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
169,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/lawyers,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
173,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/vets,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/vets""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
174,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/vets,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/vets""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
175,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/vets,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
185,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/med-spas,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/med-spas""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
186,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/med-spas,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/med-spas""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
187,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/med-spas,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
191,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/orthodontists,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/orthodontists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
192,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/orthodontists,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/orthodontists""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
193,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/orthodontists,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
197,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/plumbers,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/plumbers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
198,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/plumbers,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/plumbers""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
199,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/plumbers,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
215,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/privacy,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/privacy""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
216,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/privacy,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/privacy""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
217,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/privacy,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
230,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/privacy,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/privacy""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
