issue_id,run_id,url,severity,issue_code,title,description,evidence_json,issue_provenance,technical_seo_gate,verification_status,confidence_score,certainty_state,priority_score,page_importance,reach,urgency,affected_count,affected_ratio,template_cluster,affected_page_types
231,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/privacy,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/privacy""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
232,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/privacy,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
237,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/smbs,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/smbs""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
238,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/smbs,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/smbs""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
241,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/smbs,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
245,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/terms,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/terms""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
246,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/terms,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/terms""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
247,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/terms,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
251,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/terms,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/terms""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
252,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/terms,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/terms""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
253,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/terms,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
263,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/vets,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/vets""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
264,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/vets,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/vets""}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
265,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/vets,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,27,1.0,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
23,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/smbs,medium,MULTIPLE_CANONICAL_TAGS,Multiple canonical tags,Multiple canonical tags were found in the active evidence layer. Keep exactly one canonical per page.,"{""canonical_count"": 2, ""canonical_urls"": [""https://void-agency.com/smbs""], ""canonical_source"": ""resolver:rendered_single""}",both,canonicalization,automated,95,Verified,24,1.0,template_cluster,1.2,4,0.0727,,"homepage,other"
24,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/smbs,medium,DUPLICATE_CANONICAL_TAGS,Duplicate canonical tags,Multiple canonical tags were found on the page. Keep exactly one canonical per page.,"{""canonical_count"": 2, ""canonical_urls"": [""https://void-agency.com/smbs""], ""canonical_source"": ""resolver:rendered_single""}",both,canonicalization,automated,95,Verified,24,1.0,template_cluster,1.2,4,0.0727,,"homepage,other"
239,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/smbs,medium,MULTIPLE_CANONICAL_TAGS,Multiple canonical tags,Multiple canonical tags were found in the active evidence layer. Keep exactly one canonical per page.,"{""canonical_count"": 2, ""canonical_urls"": [""https://void-agency.com/smbs""], ""canonical_source"": ""resolver:rendered_single""}",both,canonicalization,automated,95,Verified,24,1.0,template_cluster,1.2,4,0.0727,,"homepage,other"
240,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/smbs,medium,DUPLICATE_CANONICAL_TAGS,Duplicate canonical tags,Multiple canonical tags were found on the page. Keep exactly one canonical per page.,"{""canonical_count"": 2, ""canonical_urls"": [""https://void-agency.com/smbs""], ""canonical_source"": ""resolver:rendered_single""}",both,canonicalization,automated,95,Verified,24,1.0,template_cluster,1.2,4,0.0727,,"homepage,other"
29,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
30,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
31,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
47,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
48,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
49,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
65,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/builder-incentives,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/builder-incentives""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
66,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/builder-incentives,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/builder-incentives""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
67,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/builder-incentives,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
71,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/case-study,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/case-study""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
72,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/case-study,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/case-study""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
73,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/case-study,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
77,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/data-maturity,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/data-maturity""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
78,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/data-maturity,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/data-maturity""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
79,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/data-maturity,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
95,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/map-pack-playbook,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/map-pack-playbook""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
96,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/map-pack-playbook,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/map-pack-playbook""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
97,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/map-pack-playbook,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
101,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/recruiting,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/recruiting""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
102,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/recruiting,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/recruiting""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
103,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/recruiting,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
107,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/site-speed,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/site-speed""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
108,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/site-speed,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/site-speed""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
109,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/site-speed,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
125,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/smb-guide,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/smb-guide""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
126,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/smb-guide,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/smb-guide""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
127,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/smb-guide,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
131,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-cost-stack,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-cost-stack""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
132,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-cost-stack,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-cost-stack""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
133,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-cost-stack,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
137,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-market-2026,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-market-2026""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
138,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-market-2026,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-market-2026""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
139,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-market-2026,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
155,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-seo,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-seo""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
156,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-seo,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/texas-seo""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
157,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/texas-seo,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
161,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/video-strategy,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/video-strategy""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
162,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/video-strategy,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/video-strategy""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
163,3c174164-cb26-4fb2-adad-387bab3dda2b,https://void-agency.com/insights/video-strategy,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
179,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/smb-guide,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/smb-guide""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
180,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/smb-guide,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/smb-guide""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
181,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/smb-guide,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
203,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/case-study,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/case-study""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
204,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/case-study,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/case-study""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
205,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/case-study,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
209,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/data-maturity,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/data-maturity""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
210,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/data-maturity,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/data-maturity""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
211,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/data-maturity,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
257,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/map-pack-playbook,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/map-pack-playbook""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
258,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/map-pack-playbook,medium,CANONICAL_SELF_MISMATCH,Canonical self mismatch,Effective canonical does not self-match the final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/map-pack-playbook""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
259,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/map-pack-playbook,medium,HREFLANG_RECIPROCITY_MISSING,Hreflang reciprocity missing,One or more hreflang target pages do not point back to this URL.,"{""missing_reciprocal_targets"": [""https://void-agency.com/""]}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,54,0.9818,content-template,"article,homepage,legal,other"
269,3c174164-cb26-4fb2-adad-387bab3dda2b,https://www.void-agency.com/insights/site-speed,medium,CANONICAL_MISMATCH,Canonical mismatch,Canonical URL differs from final fetched URL.,"{""canonical"": ""https://void-agency.com/smbs"", ""final"": ""https://www.void-agency.com/insights/site-speed""}",both,canonicalization,automated,95,Verified,23,0.85,sitewide,1.2,55,1.0,content-template,"article,homepage,legal,other"
